timestamp,open,low,high,close,volume
2019-05-02,66.2900,65.7700,66.6600,65.9600,7340566
2019-05-01,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-30,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-29,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-26,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-25,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-24,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-23,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-22,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-18,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-17,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-16,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-15,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-12,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-11,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-10,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-09,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-08,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-05,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-04,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-03,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-02,66.2900,65.7700,66.6600,65.9600,7340566
2019-04-01,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-29,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-28,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-27,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-26,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-25,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-22,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-21,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-20,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-19,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-18,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-15,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-14,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-13,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-12,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-11,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-08,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-07,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-06,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-05,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-04,66.2900,65.7700,66.6600,65.9600,7340566
2019-03-01,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-28,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-27,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-26,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-25,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-22,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-21,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-20,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-19,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-15,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-14,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-13,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-12,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-11,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-08,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-07,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-06,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-05,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-04,66.2900,65.7700,66.6600,65.9600,7340566
2019-02-01,66.2900,65.7700,66.6600,65.9600,7340566
2019-01-31,66.2900,65.7700,66.6600,65.9600,7340566
2019-01-30,66.2900,65.7700,66.6600,65.9600,7340566
